[[EntryType]],[[Speaker]],[[*English*]],[[*Japanese*]],[[*MT*]],[[メモ]],[[管理用メモ]],[[*FileID*]],[[*Key*]],[[No]],[[SpeakerType]],14.89%
,,"Elite enemies have set up guard positions near the ancient summoning portals. This group is very large and it does not block your passage. Additionally, the approach is difficult and your party needs to split. Are you willing to risk the mission to get access to a treasure chest?",,エリート敵は古代召喚ポータルの近くにガードポジションを設定しています。このグループは非常に大きく、それがあなたの通過を阻止しません。また、アプローチが困難であり、あなたのパーティーは分割する必要があります。あなたは宝箱へのアクセスを得るためにミッションを危険にさらして喜んでいますか？,,,battleEvents_00006,3_savage_portals_elite_description,51,,
,,One of the three Beast Primals - Gargolye - is waiting for your champions with anticipation. Defeat it to recover one part of the portal crystal.,,Gargolye  -   -  3獣Primalsの一つは見越して、あなたのチャンピオンを待っています。ポータル結晶の一部を回復するために、それを倒します。,,,battleEvents_00006,3_zboss_lv3_gargoyle_description,52,,
,,"Your champions have triggered tower defense mechanism. Apparently your party is considered high threat now, as they face a new type of guardians now - golems.",,あなたのチャンピオンはタワーの防衛メカニズムを引き起こしました。ゴーレム - 彼らは今、保護者の新しいタイプの顔として明らかにあなたのパーティーは、今や高脅威と見なされています。,,,battleEvents_00006,3_golem_megaswarm_description,53,,
,,"Powerful Guardians have managed to trap two of your champions in metal cages. Decide whom to free first, you might have enough time to free all of them. Magic emanations from nearby area regenerate life of the enemies.",,強力なガーディアンは、金属ケージにトラップあなたのチャンピオンのうちの2つに管理しています。あなたがそれらのすべてを解放するのに十分な時間を持っているかもしれませんが、最初に解放するために誰を決定します。敵の近くのエリア再生成生活からマジック発散。,,,battleEvents_00006,3_golem_trap_2_description,54,,
,,"Mechanical construct, some kind of maintenance unit is attacking your champions, even if they repaired him just a while ago.",,機械的な構造、メンテナンスユニットのいくつかの種類は、彼らがちょうどしばらく前に彼を修理した場合でも、あなたのチャンピオンを攻撃しています。,,,battleEvents_00006,3_zboss_lv3_rc12_description,55,,
,,Defend two ancient mana orbs. Guardians prefer to destroy them rather than let them fall into your hands.,,2つの古代のマナ・オーブを守ります。ガーディアンは、それらを破壊するのではなく、彼らがあなたの手に落ちるようにすることを好みます。,,,battleEvents_00006,3_golem_manaorb_2_description,56,,
,,A swarm of Stone Golems are approaching fast. Can your heavily-armored champions protect the rest of the party? Or will you find an alternative tactics?,,ストーンゴーレムの群れが近づいています。あなた重く装甲チャンピオンは、党の残りの部分を保護することはできますか？それとも、代替戦術を見つけるのだろうか？,,,battleEvents_00006,3_golem_lots_description,57,,
,,One of the three Beast Primals - spider-like Arachnya - is wating for your champions with anticipation. Defeat it to recover one part of the portal crystal.,,クモのようなArachnya  -   -  3獣Primalsの一つは見越して、あなたのチャンピオンのためにwatingています。ポータル結晶の一部を回復するために、それを倒します。,,,battleEvents_00006,3_zboss_lv3_arachnya_description,58,,
,,A group of defense towers with a complement of Guardians are holding position here.,,保護者の補数との防衛塔のグループは、ここでの位置を保持しています。,,,battleEvents_00006,3_golem_attackobject_introduction_description,59,,
,,"Few elite beast creatures are attacking your party. Corruption in this area is so strong, that it allows enemies to regenerate their health very fast.",,少数のエリート獣の生き物は、あなたのパーティーを攻撃しています。この領域の破損は、それは敵が非常に速く、自分の健康を再生成することを可能にすることを、とても強いです。,,,battleEvents_00006,3_savage_elite_only_no_manareg_description,60,,
,,The Prime Beast - Devourer - is wating for your champions with anticipation. Your champions can sense waves of ancient malice emanating from it. Defeat it to recover one part of the portal crystal.,,プライムビースト - 食いは - 見越してあなたのチャンピオンのためにwatingています。あなたのチャンピオンは、それから発せられる古代悪意の波を感知することができます。ポータル結晶の一部を回復するために、それを倒します。,,,battleEvents_00006,3_zboss_lv3_devourer_description,61,,
,,Elemental Golems are attacking a lone figure. Your party rushes to her aid.,,エレメンタルゴーレムは孤独な姿を攻撃しています。あなたのパーティーは彼女の援助に突入します。,,,battleEvents_00006,4_golem_whisper_description,62,,
,,Elemental Golems are guarding the entrance to this floor.,,エレメンタルゴーレムはこのフロアへの入り口を守っています。,,,battleEvents_00006,4_golem_gatekeeper_description,63,,
,,A very large group of savage beasts are attacking your party. Your champions never encountered them in such numbers before and are preparing for a very difficult fight.,,野蛮な獣の非常に大規模なグループは、あなたのパーティーを攻撃しています。あなたのチャンピオンが前に、このような数字でそれらに遭遇していないと非常に難しい戦いの準備をしているん。,,,battleEvents_00006,3_savage_superlarge_description,64,,
,,A swarm of small elemental golems is rushing at your party. Survive their onslaught.,,小さな元素ゴーレムの大群は、あなたのパーティーで急いでいます。彼らの猛攻撃を生き残ります。,,,battleEvents_00006,4_golem_small_swarm_description,65,,
,,Your champions have been trapped. Free them before remaining champions are overrun by the enemy forces.,,あなたのチャンピオンが閉じ込められてきました。残りのチャンピオンは、敵軍によってオーバーランされる前にそれらを解放します。,,,battleEvents_00006,4_golem_trap_3champs_description,66,,
,,"Elemental golems are guarding three portals in this area. Destroy all of them, before more enemies are summoned.",,エレメンタルゴーレムは、この分野で3つのポータルを守っています。より多くの敵が召喚される前に、それらのすべてを破壊します。,,,battleEvents_00006,4_golemt2_portals_description,67,,
,,A powerful elemental is guarding this crystal. Your champions must defeat him to recover it.,,強力な元素は、この結晶を守っています。あなたのチャンピオンは、それを回復するために彼を倒す必要があります。,,,battleEvents_00006,4_zboss_lv4_water_elemental_description,68,,
,,Your champions have been trapped. Free them before remaining champions are overrun by the enemy forces.,,あなたのチャンピオンが閉じ込められてきました。残りのチャンピオンは、敵軍によってオーバーランされる前にそれらを解放します。,,,battleEvents_00006,4_golem_trap_2champs_description,69,,
,,"Defend mana orbs at all cost. Once all are destroyed, the explosion of the raw magic energy will kill your party.",,すべてのコストでマナオーブを守ります。全てが破壊されたら、生の魔法エネルギーの爆発は、あなたのパーティーを殺すでしょう。,,,battleEvents_00006,4_golem_manaorb_2_description,70,,
,,A powerful elemental is guarding this crystal. Your champions must defeat him to recover it.,,強力な元素は、この結晶を守っています。あなたのチャンピオンは、それを回復するために彼を倒す必要があります。,,,battleEvents_00006,4_zboss_lv4_air_elemental_description,71,,
,,A very large group of elemental golems is approaching your party. They surround your party and then attack from multiple directions.,,元素ゴーレムの非常に大規模なグループは、あなたのパーティーに近づいています。彼らは、あなたのパーティーを包囲して、複数の方向からの攻撃します。,,,battleEvents_00006,4_golem_large_swarm_description,72,,
,,"A group of elemental golems is guarding this position, blocking the path of your party.",,元素ゴーレムのグループは、あなたのパーティーのパスをブロックし、この位置を守っています。,,,battleEvents_00006,4_golem_attacktargets_swarm_description,73,,
,,"Elite group of elemental golems is guarding three portals in this area. Destroy all of them, before more enemies are summoned.",,元素ゴーレムのエリートグループは、この分野で3つのポータルを守っています。より多くの敵が召喚される前に、それらのすべてを破壊します。,,,battleEvents_00006,4_golemt2_eliteportals_description,74,,
,,A small group of various elemental golems is approaching your party.,,様々な元素ゴーレムの小さなグループは、あなたのパーティーに近づいています。,,,battleEvents_00006,4_golem_elite_description,75,,
,,A powerful elemental is guarding this crystal. Your champions must defeat him to recover it.,,強力な元素は、この結晶を守っています。あなたのチャンピオンは、それを回復するために彼を倒す必要があります。,,,battleEvents_00006,4_zboss_lv4_fire_elemental_description,76,,
,,Four Earth Guardians are guarding this position. Your party prepares for a difficult fight.,,四地球ガーディアンはこのポジションを守っています。あなたのパーティーは困難な戦いのために準備します。,,,battleEvents_00006,4_golem_earthguardian_description,77,,
